gemeindename,plz,bundesland,partnergemeinde,land,kontinent,seit,form,latitude,longitude
Weil der Stadt,71263,Baden-Württemberg,Bra (Piermont),Italien,Europa,2001,p,48.7514,8.8689
Weil im Schönbuch,71093,Baden-Württemberg,Hennersdorf,Österreich,Europa,1976,p,38.907621,-84.191083
Weilburg,35781,Hessen,Privas,Frankreich,Europa,1958,p,50.4851,8.2777
Weilburg,35781,Hessen,Zevenaar,Niederlande,Europa,1966,p,50.4851,8.2777
Weilburg,35781,Hessen,Quattro Castella,Italien,Europa,2010,p,50.4851,8.2777
Weilburg,35781,Hessen,Kezmarok (Käsmark),Slow. Republik,Europa,1998,p,50.4851,8.2777
Weilburg,35781,Hessen,Kizilcahamam,Türkei,Europa,2006,p,50.4851,8.2777
Weilburg,35781,Hessen,Colmar-Berg,Luxemburg,Europa,2004,p,50.4851,8.2777
Weiler-Simmerberg,88171,Bayern,Tourettes sur Loup,Frankreich,Europa,2000,k,47.5826,9.9135
Weiler-Simmerberg,88171,Bayern,Ollioules,Frankreich,Europa,2009,p,47.5826,9.9135
Weilerbach,67685,Rheinland-Pfalz,Isigny sur mer,Frankreich,Europa,1987,p,49.4833,7.6333
Weilerbach,67685,Rheinland-Pfalz,Kingsbridge,Großbritannien,Europa,1990,p,49.4833,7.6333
Weilerbach,67685,Rheinland-Pfalz,Gatonde,Ruanda,Afrika,1987,p,49.4833,7.6333
Weilersbach,91365,Bayern,Lavis (Trento),Italien,Europa,2000,k,49.75,11.1167
Weilerswist,53919,Nordrhein-Westfalen,Casqueiranne,Frankreich,Europa,1978,p,50.7554,6.8395
Weilerswist,53919,Nordrhein-Westfalen,Whitnash,Großbritannien,Europa,1989,p,50.7554,6.8395
Weilheim,79809,Baden-Württemberg,Baden,Frankreich,Europa,1992,p,47.6667,8.2333
Weilheim i.OB,82362,Bayern,Narbonne,Frankreich,Europa,1974,p,47.842709,11.152087
Weilmünster,35789,Hessen,Le Chelard (Ardéche),Frankreich,Europa,1963,p,50.423538,8.394259
Weimar,99423,Thüringen,Zamosc,Polen,Europa,2012,p,50.9804,11.3263
Weimar,99423,Thüringen,Blois,Frankreich,Europa,1995,p,50.9804,11.3263
Weimar,99423,Thüringen,Hämeenlinna,Finnland,Europa,1971,p,50.9804,11.3263
Weimar,99423,Thüringen,Stratford upon Avon,Großbritannien,Europa,2000,f,50.9804,11.3263
Weimar,99423,Thüringen,Siena,Italien,Europa,1994,p,50.9804,11.3263
Weimar,99423,Thüringen,Schiras,Iran,Asien,2009,f,50.9804,11.3263
Weimar,99423,Thüringen,Zamość,Polen,Europa,2012,p,50.9804,11.3263
Weimar (Lahn),35096,Hessen,Sawtry,Großbritannien,Europa,1988,p,50.7542,8.6958
Weinbach,35796,Hessen,Debrzno,Polen,Europa,1992,p,50.4384,8.2913
Weingarten,88250,Baden-Württemberg,Blumenau,Brasilien,Amerika,1975,p,47.8101,9.6386
Weingarten,88250,Baden-Württemberg,Mals,Frankreich,Europa,1960,f,47.8101,9.6386
Weingarten,88250,Baden-Württemberg,Bron (Rhône),Frankreich,Europa,1963,p,47.8101,9.6386
Weingarten,88250,Baden-Württemberg,Brest,Belarus,Europa,1989,p,47.8101,9.6386
Weingarten,88250,Baden-Württemberg,Mantua,Italien,Europa,1998,p,47.8101,9.6386
Weingarten (Baden),76356,Baden-Württemberg,Olesa de Montserrat,Spanien,Europa,1983,p,49.0546,8.5268
Weingarten (Baden),76356,Baden-Württemberg,Liverdun,Frankreich,Europa,1979,p,49.0546,8.5268
Weingarten (Baden),76356,Baden-Württemberg,Burgeis,Österreich,Europa,1959,f,49.0546,8.5268
Weingarten (Pfalz),67366,Rheinland-Pfalz,Vieillevigne,Frankreich,Europa,1994,p,49.2597,8.2867
Weinheim,69469,Baden-Württemberg,Anet (Dép. Eure et Loire),Frankreich,Europa,1974,p,49.5489,8.667
Weinheim,69469,Baden-Württemberg,Cavaillon (Dép.Vaucluse),Frankreich,Europa,1958,p,49.5489,8.667
Weinheim,69469,Baden-Württemberg,Varces Allières et Risset (Dép.Isère),Frankreich,Europa,1974,p,49.5489,8.667
Weinheim,69469,Baden-Württemberg,Imola,Italien,Europa,1991,p,49.5489,8.667
Weinheim,69469,Baden-Württemberg,Ramat Gan,Israel,Asien,1983,k,49.5489,8.667
Weinsberg,74189,Baden-Württemberg,Carignan,Frankreich,Europa,1995,p,49.1495,9.2983
Weinsberg,74189,Baden-Württemberg,Costigliole d`Asti,Italien,Europa,2000,p,49.1495,9.2983
Weinstadt,71384,Baden-Württemberg,Arnedo,Spanien,Europa,1996,k,48.8167,9.3833
Weinstadt,71384,Baden-Württemberg,Parthenay,Frankreich,Europa,1981,p,48.8167,9.3833
Weinstadt,71384,Baden-Württemberg,Tipperary,Irland,Europa,1996,k,48.8167,9.3833
Weinstadt,71384,Baden-Württemberg,Miedzychód (Birnbaum),Polen,Europa,1990,p,48.8167,9.3833
Weinstadt,71384,Baden-Württemberg,Abrantes,Portugal,Europa,1996,f,48.8167,9.3833
Weisenbach,76599,Baden-Württemberg,Györköny (Jerking),Ungarn,Europa,2000,k,48.7167,8.35
Weisenheim am Berg,67273,Rheinland-Pfalz,Saint Gengoux-le-National,Frankreich,Europa,1989,p,49.5131,8.1539
Weisenheim am Berg,67273,Rheinland-Pfalz,Plaus,Italien,Europa,1972,p,49.5131,8.1539
Weiskirchen,66709,Saarland,Nenzing,Österreich,Europa,1980,p,49.55,6.8167
Weiskirchen,66709,Saarland,Bourbonne les Bains,Frankreich,Europa,2000,f,49.55,6.8167
Weismain,96260,Bayern,Quéven,Frankreich,Europa,2006,p,50.0849,11.2398
Weissach im Tal,71554,Baden-Württemberg,Marly,Frankreich,Europa,1989,p,48.9167,9.4833
Weißenbrunn,96369,Bayern,Arzano,Italien,Europa,2004,p,50.191524,11.340938
Weißenburg i.Bay.,91781,Bayern,Weißenburg,Schweiz,Europa,1973,k,49.008977,10.98841
Weißenburg i.Bay.,91781,Bayern,Wissembourg,Frankreich,Europa,1969,k,49.008977,10.98841
Weißenburg i.Bay.,91781,Bayern,Chichester,Großbritannien,Europa,1979,p,49.008977,10.98841
Weißenburg i.Bay.,91781,Bayern,Székesfehérvar (Stuhlweißenburg),Ungarn,Europa,1972,p,49.008977,10.98841
Weißenburg-Gunzenhausen(Kreis)(Weißenburg i. Bay., Stadt),91781,Bayern,Orimattila,Finnland,Europa,2000,40.617895,-73.95614
Weißenfels,6667,Sachsen-Anhalt,Komarno (Komorn),Slow. Republik,Europa,1996,p,51.182081,11.946007
Weißenfels(Kreis)(Weißenfels, Stadt),6667,Sachsen-Anhalt,Stirling Council,Großbritannien,Europa,2000,1.288011,103.852371
Weißenfels(Kreis)(Weißenfels, Stadt),6667,Sachsen-Anhalt,Lesnica,Polen,Europa,2000,1.288011,103.852371
Weißenhorn,89264,Bayern,Villecresnes,Frankreich,Europa,2010,p,48.281681,10.155344
Weißenthurm,56575,Rheinland-Pfalz,Courrières,Frankreich,Europa,1973,p,50.417256,7.452185
Weißwasser,2943,Sachsen,Zary (Sorau/Lausitz),Polen,Europa,1996,p,51.417396,14.624931
Weisweil,79367,Baden-Württemberg,Diebolsheim,Frankreich,Europa,2000,f,48.1997,7.678
Weisweil,79367,Baden-Württemberg,Maccagno,Italien,Europa,2000,f,48.1997,7.678
Weiterstadt,64331,Hessen,Thayngen,Schweiz,Europa,2000,k,49.9039,8.5887
Weiterstadt,64331,Hessen,Athis,Frankreich,Europa,2000,k,49.9039,8.5887
Weiterstadt,64331,Hessen,Verneuil sur Seine,Frankreich,Europa,1986,p,49.9039,8.5887
Weiterstadt,64331,Hessen,Bagno a Ripoli,Italien,Europa,2006,p,49.9039,8.5887
Weiterstadt,64331,Hessen,Kiens,Italien,Europa,1962,p,49.9039,8.5887
Weitnau,87480,Bayern,Bagné,Frankreich,Europa,1986,p,47.65,10.1333
Wendelsheim,55234,Rheinland-Pfalz,Messein,Frankreich,Europa,1992,p,49.7667,8
Wendelstein,90530,Bayern,Zukowo,Polen,Europa,2000,p,49.3523,11.1507
Wendelstein,90530,Bayern,St. Junien,Frankreich,Europa,2000,p,49.3523,11.1507
Wendlingen am Neckar,73240,Baden-Württemberg,Millstatt am See,Österreich,Europa,1992,p,48.6707,9.3811
Wendlingen am Neckar,73240,Baden-Württemberg,Cheb (Eger),Tschech. Republik,Europa,2000,f,48.6707,9.3811
Wendlingen am Neckar,73240,Baden-Württemberg,Saint-Leu-la Foret,Frankreich,Europa,1988,p,48.6707,9.3811
Wendlingen am Neckar,73240,Baden-Württemberg,Dorog,Ungarn,Europa,2000,f,48.6707,9.3811
Werbach,97956,Baden-Württemberg,La Farce,Frankreich,Europa,1986,k,49.6802,9.6823
Werbach,97956,Baden-Württemberg,Resen,Mazedonien,Europa,1986,k,49.6802,9.6823
Werdau,8412,Sachsen,Orsay,Frankreich,Europa,2000,k,50.7311,12.375
Werdau,8412,Sachsen,Wambrechies,Frankreich,Europa,2000,k,50.7311,12.375
Werdau,8412,Sachsen,Ely Cambs,Großbritannien,Europa,2000,k,50.7311,12.375
Werder (Havel),14542,Brandenburg,Hjørring,Dänemark,Europa,1993,p,52.3686,12.9188
Werder (Havel),14542,Brandenburg,Birzai,Litauen,Europa,1999,p,52.3686,12.9188
Werder (Havel),14542,Brandenburg,Tczew,Polen,Europa,1998,p,52.3686,12.9188
Werder (Havel),14542,Brandenburg,Muan,Republik Korea,Asien,2001,p,52.3686,12.9188
Werdohl,58791,Nordrhein-Westfalen,Derwentside,Großbritannien,Europa,1975,p,51.2563,7.7562
Werl,59457,Nordrhein-Westfalen,Halle,Belgien,Europa,1973,p,51.5537,7.9073
Werlte,49757,Niedersachsen,Broomfield,Großbritannien,Europa,2000,k,52.85,7.6833
Wermelskirchen,42929,Nordrhein-Westfalen,Loches,Frankreich,Europa,1974,p,51.1397,7.2158
Wernau (Neckar),73249,Baden-Württemberg,Bonyhad (Bonnhard),Ungarn,Europa,2000,p,48.6931,9.4153
Wernberg-Köblitz,92533,Bayern,Wernberg i. Kärnten,Österreich,Europa,1977,p,49.539138,12.144913
Werne,59368,Nordrhein-Westfalen,Bailleul,Frankreich,Europa,1967,p,51.6645,7.6342
Werne,59368,Nordrhein-Westfalen,Lytham St. Annes,Großbritannien,Europa,1984,p,51.6645,7.6342
Werne,59368,Nordrhein-Westfalen,Rourkela,Indien,Asien,1976,f,51.6645,7.6342
Werne,59368,Nordrhein-Westfalen,Walcz (Deutsch Krone),Polen,Europa,1992,p,51.6645,7.6342
Werne,59368,Nordrhein-Westfalen,Poggibonsi,Italien,Europa,2000,p,51.6645,7.6342
Werneuchen,16356,Brandenburg,Dziwnów (Dievenow b. Cammin/Pom.),Polen,Europa,1996,p,52.6333,13.7333
Werneuchen,16356,Brandenburg,Ustronie Morksie,Polen,Europa,2004,p,52.6333,13.7333
Wernigerode,38855,Sachsen-Anhalt,Carpi,Italien,Europa,1991,p,51.8303,10.7796
Wernigerode,38855,Sachsen-Anhalt,Iwanowo,Rußland,Europa,1996,k,51.8303,10.7796
Wernigerode,38855,Sachsen-Anhalt,Heltau-Cisnadie / Nagydisznód,Rumänien,Europa,2002,p,51.8303,10.7796
Wernigerode,38855,Sachsen-Anhalt,Hoi An,Vietnam,Asien,2013,p,51.8303,10.7796
Wernigerode(Kreis)(Wernigerode, Stadt),,Sachsen-Anhalt,Västmanland,Schweden,Europa,1995,1.288011,103.852371
Wernigerode(Kreis)(Wernigerode, Stadt),,Sachsen-Anhalt,Pärnu,Estland,Europa,1994,1.288011,103.852371
Wernigerode(Kreis)(Wernigerode, Stadt),,Sachsen-Anhalt,Iwanowo,Rußland,Europa,1995,1.288011,103.852371
Wertheim,97877,Baden-Württemberg,Salon-de-Provence,Frankreich,Europa,1964,p,49.7539,9.5154
Wertheim,97877,Baden-Württemberg,Godmanchester,Großbritannien,Europa,1980,p,49.7539,9.5154
Wertheim,97877,Baden-Württemberg,Huntingdon,Großbritannien,Europa,1980,p,49.7539,9.5154
Wertheim,97877,Baden-Württemberg,Csobánka (Tschowanka),Ungarn,Europa,1992,p,49.7539,9.5154
Wertheim,97877,Baden-Württemberg,Szentendre,Ungarn,Europa,1989,p,49.7539,9.5154
Wertheim,97877,Baden-Württemberg,Gubbio,Italien,Europa,1980,k,49.7539,9.5154
Wertingen,86637,Bayern,Fère-en-Tardenois,Frankreich,Europa,1989,p,48.5572,10.6911
Wesel,46483,Nordrhein-Westfalen,Felixstowe,Großbritannien,Europa,1974,p,51.6669,6.6204
Wesel,46483,Nordrhein-Westfalen,Ketrzyn (Rastenburg/Ostpr.),Polen,Europa,2002,p,51.6669,6.6204
Wesel,46483,Nordrhein-Westfalen,Hagerstown,USA,Amerika,1952,p,51.6669,6.6204
Wesel(Kreis)(Wesel, Stadt),46483,Nordrhein-Westfalen,County Durham,Großbritannien,Europa,2000,1.288011,103.852371
Wesenberg,17255,Mecklenburg-Vorpommern,Jerulose,Dänemark,Europa,2000,p,53.2803,12.9694
Wesendorf,29392,Niedersachsen,Paka,Ungarn,Europa,1991,p,52.6,10.5333
Wesendorf,29392,Niedersachsen,Motomiya,Japan,Asien,1994,k,52.6,10.5333
Wesermarsch(Kreis)(Brake (Unterweser), Stadt),26919,Niedersachsen,Borough of Havant,Großbritannien,Europa,1967,1.288011,103.852371
Wesermarsch(Kreis)(Brake (Unterweser), Stadt),26919,Niedersachsen,Woronesh,Rußland,Europa,1989,1.288011,103.852371
Wesseling,50389,Nordrhein-Westfalen,Bastogne,Belgien,Europa,2000,k,50.8207,6.9786
Wesseling,50389,Nordrhein-Westfalen,Pontivy,Frankreich,Europa,1971,p,50.8207,6.9786
Wesseling,50389,Nordrhein-Westfalen,West Devon,Großbritannien,Europa,1983,p,50.8207,6.9786
Westerburg,56457,Rheinland-Pfalz,Le Cateau,Frankreich,Europa,1986,p,50.5669,7.9684
Westerburg,56457,Rheinland-Pfalz,Oaventry,Großbritannien,Europa,1985,p,50.5669,7.9684
Westerburg,56457,Rheinland-Pfalz,Nowa Wies Wielka,Polen,Europa,2002,p,50.5669,7.9684
Westerburg(Verbandsgemeinde),56456,Rheinland-Pfalz,Le Cateau,Frankreich,Europa,1986,p,49.957575,7.265703
Westerburg(Verbandsgemeinde),56456,Rheinland-Pfalz,Daventry,Großbritannien,Europa,1985,p,49.957575,7.265703
Westerkappeln,49492,Nordrhein-Westfalen,Bathmen,Niederlande,Europa,1984,p,52.3213,7.8463
Westerstede,26655,Niedersachsen,Pleszew,Polen,Europa,2004,p,53.2568,7.9274
Westerwaldkreis(Kreis)(Montabaur, Stadt),56409,Rheinland-Pfalz,Northamptonshire,Großbritannien,Europa,1981,1.288011,103.852371
Westerwaldkreis(Kreis)(Montabaur, Stadt),56409,Rheinland-Pfalz,Mugesera,Ruanda,Afrika,1982,1.288011,103.852371
Westhofen,67593,Rheinland-Pfalz,Selongey,Frankreich,Europa,1965,p,49.7044,8.2481
Westhofen,67593,Rheinland-Pfalz,Saint Romain,Frankreich,Europa,1963,p,49.7044,8.2481
Westoverledingen,26810,Niedersachsen,Ujpetre (Neupeter),Ungarn,Europa,2000,k,53.15,7.4667
Westoverledingen,26810,Niedersachsen,Opsterland,Niederlande,Europa,2000,k,53.15,7.4667
Westoverledingen,26810,Niedersachsen,Vlagtwedde,Niederlande,Europa,2000,k,53.15,7.4667
Wettenberg,35435,Hessen,Sorgues,Frankreich,Europa,1972,p,50.648713,8.645178
Wettenberg,35435,Hessen,Tök,Ungarn,Europa,1996,p,50.648713,8.645178
Wettenberg,35435,Hessen,Zsámbék (Schambek),Ungarn,Europa,1988,p,50.648713,8.645178
Wetter (Hessen),35083,Hessen,Deutschkreutz,Österreich,Europa,1982,p,50.9025,8.7237
Wetter (Hessen),35083,Hessen,Oostrozebeke,Belgien,Europa,1976,p,50.9025,8.7237
Wetter (Ruhr),58300,Nordrhein-Westfalen,Turawa,Polen,Europa,1998,p,51.3875,7.3928
Wetter (Ruhr),58300,Nordrhein-Westfalen,South Elmsall,Großbritannien,Europa,2000,p,51.3875,7.3928
Wetteraukreis(Kreis)(Friedberg (Hessen), Kreisstadt),61169,Hessen,High Peak,Großbritannien,Europa,1968,50.327326,8.737217
Wetteraukreis(Kreis)(Friedberg (Hessen), Kreisstadt),61169,Hessen,Bruntal,Tschech. Republik,Europa,1994,50.327326,8.737217
Wetteraukreis(Kreis)(Friedberg (Hessen), Kreisstadt),61169,Hessen,Ukmerge,Litauen,Europa,1991,50.327326,8.737217
Wettringen,48493,Nordrhein-Westfalen,Fretin,Frankreich,Europa,1988,p,52.2167,7.3167
Wettringen,48493,Nordrhein-Westfalen,Dalen,Niederlande,Europa,1992,p,52.2167,7.3167
Wetzlar,35578,Hessen,Reith/Kitzbühel (Tirol),Österreich,Europa,1976,p,50.5611,8.5049
Wetzlar,35578,Hessen,Schladming (Steiermark),Österreich,Europa,1974,p,50.5611,8.5049
Wetzlar,35578,Hessen,Avignon (Provence),Frankreich,Europa,1960,p,50.5611,8.5049
Wetzlar,35578,Hessen,Colchester (Essex),Großbritannien,Europa,1969,p,50.5611,8.5049
Wetzlar,35578,Hessen,Siena (Toskana),Italien,Europa,1987,p,50.5611,8.5049
Wetzlar,35578,Hessen,Pisek,Tschech. Republik,Europa,2007,f,50.5611,8.5049
Weyhe,28844,Niedersachsen,Coulaines,Frankreich,Europa,1972,p,52.9848,8.8481
Weyhe,28844,Niedersachsen,Madona,Lettland,Europa,1990,p,52.9848,8.8481
Wiehe,6571,Thüringen,Petit-Rederchin,Frankreich,Europa,2000,k,39.192349,-84.451889
Wiehl,51674,Nordrhein-Westfalen,Hem,Frankreich,Europa,1993,p,50.95,7.5333
Wiehl,51674,Nordrhein-Westfalen,Yokneam Elit,Israel,Asien,1991,p,50.95,7.5333
Wienhausen,29342,Niedersachsen,Deauville,Frankreich,Europa,1987,p,52.5802,10.1886
Wienhausen,29342,Niedersachsen,Port Bail,Frankreich,Europa,1985,p,52.5802,10.1886
Wiernsheim,75446,Baden-Württemberg,Pinasca,Italien,Europa,1982,p,48.8833,8.85
Wiernsheim,75446,Baden-Württemberg,Aqancik (Sinop),Türkei,Europa,1997,p,48.8833,8.85
Wiernsheim,75446,Baden-Württemberg,New Harmony (Indiana),USA,Amerika,1980,p,48.8833,8.85
Wiesau,95676,Bayern,Chyse,Tschech. Republik,Europa,2000,k,49.9045,12.1843
Wiesbaden,65183,Hessen,Klagenfurt,Österreich,Europa,1930,p,50.0826,8.2493
Wiesbaden,65183,Hessen,Gent,Belgien,Europa,1969,p,50.0826,8.2493
Wiesbaden,65183,Hessen,Montreux,Schweiz,Europa,1953,f,50.0826,8.2493
Wiesbaden,65183,Hessen,San Sebastian,Spanien,Europa,1981,p,50.0826,8.2493
Wiesbaden,65183,Hessen,Istanbul - Fatih,Türkei,Europa,2012,p,50.0826,8.2493
Wiesbaden,65183,Hessen,Fondettes,Frankreich,Europa,1975,p,50.0826,8.2493
Wiesbaden,65183,Hessen,Royal Tunbridge Wells,Großbritannien,Europa,1989,p,50.0826,8.2493
Wiesbaden,65183,Hessen,Kfar Saba,Israel,Asien,1981,p,50.0826,8.2493
Wiesbaden,65183,Hessen,Ocotal,Nicaragua,Amerika,1990,p,50.0826,8.2493
Wiesbaden,65183,Hessen,Wroclaw (Breslau),Polen,Europa,1987,p,50.0826,8.2493
Wiesbaden,65183,Hessen,Ljubljana (Laibach),Slowenien,Europa,1977,p,50.0826,8.2493
Wiesenbach,69257,Baden-Württemberg,Donnery,Frankreich,Europa,1988,p,49.3614,8.8036
Wiesenbach,69257,Baden-Württemberg,Deszk,Ungarn,Europa,1990,k,49.3614,8.8036
Wiesenbach,69257,Baden-Württemberg,Smiltene,Lettland,Europa,1994,k,49.3614,8.8036
Wiesentheid,97353,Bayern,Rouillac,Frankreich,Europa,1972,p,49.7945,10.3451
Wiesenttal,91346,Bayern,Müssendorf,Österreich,Europa,1973,f,49.8027,11.2603
Wieseth,91632,Bayern,Langkampfen (Kufstein),Österreich,Europa,1978,p,49.1667,10.4833
Wiesloch,69168,Baden-Württemberg,Fontenay-Aux-Roses,Frankreich,Europa,1973,p,49.295,8.6985
Wiesloch,69168,Baden-Württemberg,Amarante,Portugal,Europa,1987,f,49.295,8.6985
Wiesloch,69168,Baden-Württemberg,Sturgis,USA,Amerika,1966,p,49.295,8.6985
Wiesthal,97859,Bayern,Varoslöd (Warschludt),Ungarn,Europa,1990,p,50.0333,9.4333
Wietmarschen,49835,Niedersachsen,Mortagne au Perohe,Frankreich,Europa,1989,p,52.5192,7.1338
Wietzendorf,29649,Niedersachsen,Lipiany,Polen,Europa,2012,p,52.9167,9.9833
Wiggensbach,87487,Bayern,Hattstatt,Frankreich,Europa,1985,p,47.7478,10.2299
Wilburgstetten,91634,Bayern,Wittenbach,Schweiz,Europa,2000,p,49.0142,10.4017
Wilburgstetten(Verwaltungsgemeinschaft),91634,Bayern,Wittenbach,Schweiz,Europa,2000,p,49.017495,10.400972
Wilburgstetten(Verwaltungsgemeinschaft),91634,Bayern,Kolin (Kolin),Tschech. Republik,Europa,2000,f,49.017495,10.400972
Wilburgstetten(Verwaltungsgemeinschaft),91634,Bayern,Tynec nad Labem,Tschech. Republik,Europa,2000,f,49.017495,10.400972
Wilburgstetten(Verwaltungsgemeinschaft),91634,Bayern,Maire d`Aignan,Frankreich,Europa,2000,p,49.017495,10.400972
Wildau,15745,Brandenburg,Rewal (Rewahl/Pom.),Polen,Europa,1995,p,52.3169,13.6152
Wildemann,38709,Niedersachsen,Allerv¢d,Dänemark,Europa,1971,p,51.8281,10.2815
Wildeshausen,27793,Niedersachsen,Evron,Frankreich,Europa,1980,p,52.8965,8.4275
Wildeshausen,27793,Niedersachsen,Hertford,Großbritannien,Europa,1995,p,52.8965,8.4275
Wildeshausen,27793,Niedersachsen,Glucholazy (Ziegenhals),Polen,Europa,1995,k,52.8965,8.4275
Wildpoldsried,87499,Bayern,Civray Cher/Berry,Frankreich,Europa,1986,p,47.7667,10.4
Wildsteig,82409,Bayern,Oulmes,Frankreich,Europa,2000,k,47.7,10.95
Wildsteig,82409,Bayern,Oulmes,Frankreich,Europa,2003,p,47.7,10.95
Wilhelmshaven,26382,Niedersachsen,Vichy,Frankreich,Europa,1965,p,53.53,8.1125
Wilhelmshaven,26382,Niedersachsen,Dunfermline,Großbritannien,Europa,1979,p,53.53,8.1125
Wilhelmshaven,26382,Niedersachsen,Norfolk,USA,Amerika,1976,p,53.53,8.1125
Wilhelmshaven,26382,Niedersachsen,Sotschi,Rußland,Europa,1998,f,53.53,8.1125
Wilhermsdorf,91452,Bayern,Feld am See,Österreich,Europa,1988,p,49.4831,10.7155
Wilkau-Haßlau,8112,Sachsen,Bar-le-Duc,Frankreich,Europa,1990,p,50.667495,12.527676
Wilkau-Haßlau,8112,Sachsen,Gyönk (Jink),Ungarn,Europa,1990,p,50.667495,12.527676
Willich,47877,Nordrhein-Westfalen,Linselles,Frankreich,Europa,1966,p,51.2592,6.5156
Willich,47877,Nordrhein-Westfalen,Smiltene,Lettland,Europa,2002,f,51.2592,6.5156
Willich,47877,Nordrhein-Westfalen,Zalec,Slowenien,Europa,1999,f,51.2592,6.5156
Willich,47877,Nordrhein-Westfalen,Neumarket,Großbritannien,Europa,1963,f,51.2592,6.5156
Willingshausen,34628,Hessen,Cléon d`Andran,Frankreich,Europa,1990,p,50.85,9.2
Willingshausen,34628,Hessen,Babarc (Bawartz),Ungarn,Europa,1991,p,50.85,9.2
Willstätt,77731,Baden-Württemberg,Sand,Frankreich,Europa,1986,k,48.551143,7.913123
Willstätt,77731,Baden-Württemberg,Györköny (Jerking),Ungarn,Europa,1995,k,48.551143,7.913123
Wilster,25554,Schleswig-Holstein,Nowy Staw b. Danzig (Neuteich),Polen,Europa,1991,k,53.9225,9.3746
Windhausen,37539,Niedersachsen,Beek en douk,Niederlande,Europa,1985,p,51.806025,10.236719
Winkelhaid,90610,Bayern,Teis (Südtirol),Italien,Europa,1985,p,49.3833,11.3
Winklarn,92559,Bayern,Ape,Ungarn,Europa,1993,p,49.4333,12.4833
Winnenden,71364,Baden-Württemberg,Santo Domingo de la Calzada,Spanien,Europa,1991,p,48.8756,9.3982
Winnenden,71364,Baden-Württemberg,Albertville,Frankreich,Europa,1969,p,48.8756,9.3982
Winnenden,71364,Baden-Württemberg,Piliscsaba (Tschawa),Ungarn,Europa,1984,k,48.8756,9.3982
Winnenden,71364,Baden-Württemberg,Capaci,Italien,Europa,1985,k,48.8756,9.3982
Winnweiler,67722,Rheinland-Pfalz,Saint Laurent,Frankreich,Europa,1996,p,49.5667,7.85
Winsen (Luhe),21423,Niedersachsen,Pont de Claix,Frankreich,Europa,1974,p,53.3484,10.2068
Winterbach,73650,Baden-Württemberg,Gleisdorf,Österreich,Europa,1961,p,48.7992,9.4791
Winterberg,59955,Nordrhein-Westfalen,Rixensart,Belgien,Europa,1974,p,51.1925,8.5347
Winterberg,59955,Nordrhein-Westfalen,Le Touquet,Frankreich,Europa,1966,p,51.1925,8.5347
Winterberg,59955,Nordrhein-Westfalen,Holten,Niederlande,Europa,1989,p,51.1925,8.5347
Wipfeld,97537,Bayern,Follina,Italien,Europa,1996,p,49.9167,10.1667
Wipperfürth,51688,Nordrhein-Westfalen,Surgères,Frankreich,Europa,1988,p,51.117043,7.419379
Wirges,56422,Rheinland-Pfalz,Montchanin,Frankreich,Europa,1977,p,50.4717,7.796
Wirges,56422,Rheinland-Pfalz,Samobor,Kroatien,Europa,1974,p,50.4717,7.796
Wismar,23952,Mecklenburg-Vorpommern,Aalborg,Dänemark,Europa,1977,p,53.9,11.4667
Wismar,23952,Mecklenburg-Vorpommern,Calais,Frankreich,Europa,1971,p,53.9,11.4667
Wismar,23952,Mecklenburg-Vorpommern,Kemi,Finnland,Europa,1959,p,53.9,11.4667
Wismar,23952,Mecklenburg-Vorpommern,Kalmar,Schweden,Europa,2002,p,53.9,11.4667
Wissen,57537,Rheinland-Pfalz,Chagny,Frankreich,Europa,1968,p,50.7833,7.743
Wissen,57537,Rheinland-Pfalz,Letchworth,Großbritannien,Europa,1983,p,50.7833,7.743
Wissen,57537,Rheinland-Pfalz,Krapkowice,Polen,Europa,2000,p,50.7833,7.743
Witten,58452,Nordrhein-Westfalen,Mallnitz,Österreich,Europa,1979,p,51.4315,7.334
Witten,58452,Nordrhein-Westfalen,Beauvais,Frankreich,Europa,1975,p,51.4315,7.334
Witten,58452,Nordrhein-Westfalen,Barking/Dagenham,Großbritannien,Europa,1979,p,51.4315,7.334
Witten,58452,Nordrhein-Westfalen,Ein-Wered,Israel,Asien,1979,p,51.4315,7.334
Witten,58452,Nordrhein-Westfalen,Lew Hascharon,Israel,Asien,1985,p,51.4315,7.334
Witten,58452,Nordrhein-Westfalen,Tczew (Dirschau),Polen,Europa,2000,p,51.4315,7.334
Witten,58452,Nordrhein-Westfalen,Kursk,Rußland,Europa,2000,p,51.4315,7.334
Wittenberg,6886,Sachsen-Anhalt,Haderslev,Dänemark,Europa,2004,p,51.8661,12.6497
Wittenberg,6886,Sachsen-Anhalt,Springfield / Ohio,USA,Amerika,1995,p,51.8661,12.6497
Wittenberg,6886,Sachsen-Anhalt,Békéscsaba,Ungarn,Europa,1999,p,51.8661,12.6497
