"gemeindename","plz","bundesland","latitude","longitude","partnergemeinde","land","kontinent","seit","form","latitude_partner","longitude_partner"
"Luckau","15926","Brandenburg","51.8525","13.7073","Slawa","Polen","Europa","1991","p","-9.687","124.4804"
"Lüdenscheid","58507","Nordrhein-Westfalen","51.230538","7.629983","Leuven","Belgien","Europa","1987","p","50.895674","4.709861"
"Lüdenscheid","58507","Nordrhein-Westfalen","51.230538","7.629983","Romilly-sur-Seine","Frankreich","Europa","1991","p","48.5158","3.7267"
"Lüdenscheid","58507","Nordrhein-Westfalen","51.230538","7.629983","Calderdale","Großbritannien","Europa","1983","p","53.718182","-1.95928"
"Lüdenscheid","58507","Nordrhein-Westfalen","51.230538","7.629983","Den Helder","Niederlande","Europa","1980","p","52.9599","4.7593"
"Lüdenscheid","58507","Nordrhein-Westfalen","51.230538","7.629983","Myslenice","Polen","Europa","1989","p","49.8335","19.9436"
"Lüdenscheid","58507","Nordrhein-Westfalen","51.230538","7.629983","Jaganrog","Rußland","Europa","1991","p","47.928974","16.203671"
"Lüdenscheid","58507","Nordrhein-Westfalen","51.230538","7.629983","Poznan","Polen","Europa","2005","p","52.4062","16.9234"
"Lüdersfeld","31702","Niedersachsen","52.353316","9.248603","Gaujiena","Lettland","Europa","2000","k","47.928974","16.203671"
"Lüdinghausen","59348","Nordrhein-Westfalen","51.777748","7.402581","Taverny","Frankreich","Europa","1987","p","49.0254","2.2169"
"Lüdinghausen","59348","Nordrhein-Westfalen","51.777748","7.402581","Nysa (Neisse)","Polen","Europa","1993","p","-9.687","124.4804"
"Lüdinghausen","59348","Nordrhein-Westfalen","51.777748","7.402581","Deerfield","USA","Amerika","1957","f","42.1711","-87.8445"
"Ludwigsau","36251","Hessen","50.9","9.7667","Changé","Frankreich","Europa","2000","f","31.639891","120.770267"
"Ludwigsburg","71638","Baden-Württemberg","48.8973","9.1916","Novy Jicin (Neu Jitschin)","Tschech. Republik","Europa","1961","f","49.5944","18.0103"
"Ludwigsburg","71638","Baden-Württemberg","48.8973","9.1916","Montbéliard","Frankreich","Europa","1950","p","47.928974","16.203671"
"Ludwigsburg","71638","Baden-Württemberg","48.8973","9.1916","Caerphilly","Großbritannien","Europa","1960","p","51.663217","-3.18377"
"Ludwigsburg","71638","Baden-Württemberg","48.8973","9.1916","Jewpatorija","Ukraine","Europa","1990","p","48.384958","33.901995"
"Ludwigsburg","71638","Baden-Württemberg","48.8973","9.1916","Seimeny","Ukraine","Europa","1955","f","48.384958","33.901995"
"Ludwigsburg","71638","Baden-Württemberg","48.8973","9.1916","Saint Charles","USA","Amerika","1996","p","38.79","-90.5"
"Ludwigsburg (Kreis) (Ludwigsburg, Stadt)","71631","Baden-Württemberg","1.288011","103.852371","Bergamo","Italien","Europa","2002","f","45.753753","9.755172"
"Ludwigsburg (Kreis) (Ludwigsburg, Stadt)","71631","Baden-Württemberg","1.288011","103.852371","Oberes Galiläa","Israel","Asien","1997","p","31.386006","34.632182"
"Ludwigsburg (Kreis) (Ludwigsburg, Stadt)","71631","Baden-Württemberg","1.288011","103.852371","Yichang","China","Asien","1995","p","36.894361","98.604453"
"Ludwigsburg (Kreis) (Ludwigsburg, Stadt)","71631","Baden-Württemberg","1.288011","103.852371","Komitat Pest","Ungarn","Europa","2000","p","47.502363","19.538251"
"Ludwigsfelde","14974","Brandenburg","52.3019","13.2607","Romainville","Frankreich","Europa","2000","k","48.8836","2.4361"
"Ludwigsfelde","14974","Brandenburg","52.3019","13.2607","Zante","Lettland","Europa","2000","k","47.928974","16.203671"
"Ludwigsfelde","14974","Brandenburg","52.3019","13.2607","Zdzieszowice (Odertal)","Polen","Europa","2000","k","-9.687","124.4804"
"Ludwigsfelde","14974","Brandenburg","52.3019","13.2607","Galanta","Slow. Republik","Europa","2000","k","48.1937","17.7218"
"Ludwigshafen am Rhein","67059","Rheinland-Pfalz","49.4925","8.3683","Sumgait","Aserbaidschan","Asien","1987","p","40.559513","49.618323"
"Ludwigshafen am Rhein","67059","Rheinland-Pfalz","49.4925","8.3683","Lorient","Frankreich","Europa","1963","p","47.75","-3.3667"
"Ludwigshafen am Rhein","67059","Rheinland-Pfalz","49.4925","8.3683","London-Borough-of-Havering","Großbritannien","Europa","1971","p","51.499571","-0.135713"
"Ludwigshafen am Rhein","67059","Rheinland-Pfalz","49.4925","8.3683","Pasadena","USA","Amerika","1948","p","29.6911","-95.2091"
"Ludwigshafen am Rhein","67059","Rheinland-Pfalz","49.4925","8.3683","Gaziantep","Türkei","Europa","2012","p","37.067301","37.370825"
"Ludwigshafen am Rhein","67059","Rheinland-Pfalz","49.4925","8.3683","Antwerpen","Belgien","Europa","1998","f","51.4651522","3.6674876"
"Ludwigslust","19288","Mecklenburg-Vorpommern","53.3292","11.4971","Kamskoje","Rußland","Europa","1994","p","47.928974","16.203671"
"Ludwigslust","19288","Mecklenburg-Vorpommern","53.3292","11.4971","Muscatine","USA","Amerika","2004","p","41.4245","-91.0432"
"Ludwigslust (Kreis) (Ludwigslust, Stadt)","19288","Mecklenburg-Vorpommern","1.288011","103.852371","Hämeenlinna","Finnland","Europa","2000","p","53.896535","12.661149"
"Lugau/Erzgeb.","9385","Sachsen","","","Sallaumines","Frankreich","Europa","2000","p","50.4197","2.8622"
"Lunden","25774","Schleswig-Holstein","54.328813","9.038808","Delfzijl","Niederlande","Europa","1991","p","53.3352744","6.902466"
"Lüneburg","21335","Niedersachsen","53.222846","10.384255","Viborg","Dänemark","Europa","1992","p","56.4532","9.402"
"Lüneburg","21335","Niedersachsen","53.222846","10.384255","Tartu","Estland","Europa","1993","p","58.375","26.7326"
"Lüneburg","21335","Niedersachsen","53.222846","10.384255","Clamart","Frankreich","Europa","1975","p","48.8008","2.2619"
"Lüneburg","21335","Niedersachsen","53.222846","10.384255","Scunthorpe","Großbritannien","Europa","1960","p","53.589846","-0.657568"
"Lüneburg","21335","Niedersachsen","53.222846","10.384255","Ivrea","Italien","Europa","1988","p","45.465353","7.883772"
"Lüneburg","21335","Niedersachsen","53.222846","10.384255","Naruto","Japan","Asien","1974","p","34.16666667","134.6"
"Lüneburg","21335","Niedersachsen","53.222846","10.384255","Ischewsk","Rußland","Europa","2008","p","47.928974","16.203671"
"Lüneburg (Kreis) (Lüneburg, Stadt)","21335","Niedersachsen","1.288011","103.852371","Wongrowitz","Polen","Europa","1997","p","52.7824466","5.6985065"
"Lüneburg (Kreis) (Lüneburg, Stadt)","21335","Niedersachsen","1.288011","103.852371","Ober-Savo","Finnland","Europa","1993","p","53.3504488","10.5580461"
"Lünen","44532","Nordrhein-Westfalen","51.603948","7.527456","Salford","Großbritannien","Europa","1966","p","53.498086","-2.283926"
"Lünen","44532","Nordrhein-Westfalen","51.603948","7.527456","Panevezys","Litauen","Europa","1990","p","55.908796","25.030027"
"Lünen","44532","Nordrhein-Westfalen","51.603948","7.527456","Zwolle","Niederlande","Europa","1963","p","52.5125","6.0944"
"Lünen","44532","Nordrhein-Westfalen","51.603948","7.527456","Kamien Pomorski (Cammin/Pom.)","Polen","Europa","2000","p","",""
"Lünen","44532","Nordrhein-Westfalen","51.603948","7.527456","Bartin","Türkei","Europa","2011","p","41.587892","32.482899"
"Lunow-Stolzenhagen","16248","Brandenburg","52.9333","14.1083","Cedynia (Zehden)","Polen","Europa","1991","f","-9.687","124.4804"
"Lustadt","67363","Rheinland-Pfalz","49.2508","8.2694","Rosny","Frankreich","Europa","1981","p","47.928974","16.203671"
"Lütjenburg","24321","Schleswig-Holstein","54.313476","10.54617","Rakvere","Estland","Europa","2000","k","59.3453","26.3616"
"Lütjenburg","24321","Schleswig-Holstein","54.313476","10.54617","Bain de Bretagne","Frankreich","Europa","1984","p","47.8422","-1.6819"
"Lützelbach","64750","Hessen","49.769324","9.07322","Lesnica (Leschnitz)","Polen","Europa","2000","k","-9.687","124.4804"
"Lutzerath","56826","Rheinland-Pfalz","50.1333","7","Givry en Argonne","Frankreich","Europa","1981","p","48.9503","4.8886"
"Magdala","99441","Thüringen","50.907","11.4474","Nesles","Frankreich","Europa","2005","p","50.6259","1.6564"
"Magdeburg","39104","Sachsen-Anhalt","52.1243","11.6322","Sarajevo","Bosnien-Herzegowina","Europa","1996","p","43.860586","18.418596"
"Magdeburg","39104","Sachsen-Anhalt","52.1243","11.6322","Nashville","USA","Amerika","2004","p","36.1659","-86.7844"
"Magdeburg","39104","Sachsen-Anhalt","52.1243","11.6322","Saporoshje","Ukraine","Europa","2008","p","48.384958","33.901995"
"Magdeburg","39104","Sachsen-Anhalt","52.1243","11.6322","Harbin","China","Asien","2008","p","36.894361","98.604453"
"Magdeburg","39104","Sachsen-Anhalt","52.1243","11.6322","Le Havre","Frankreich","Europa","2011","p","49.4989","0.1211"
"Magdeburg","39104","Sachsen-Anhalt","52.1243","11.6322","Radom","Polen","Europa","2008","p","51.4025","21.1471"
"Mahlberg","77972","Baden-Württemberg","48.2864","7.8141","Malaucène","Frankreich","Europa","1996","p","47.928974","16.203671"
"Maihingen","86747","Bayern","48.9266","10.4995","Farbus","Frankreich","Europa","1988","p","50.3569","2.8242"
"Main-Kinzig-Kreis (Kreis) ((Kreis))","63571","Hessen","50.2513812","9.2882702","Komárom-Esztergom","Ungarn","Europa","1990","p","47.7928","18.7415"
"Main-Kinzig-Kreis (Kreis) ((Kreis))","63571","Hessen","50.2513812","9.2882702","Rayon Istra","Rußland","Europa","1990","p","55.9214","36.8564"
"Main-Kinzig-Kreis (Kreis) ((Kreis))","63571","Hessen","50.2513812","9.2882702","Kutina","Kroatien","Europa","1971","p","47.928974","16.203671"
"Main-Kinzig-Kreis (Kreis) ((Kreis))","63571","Hessen","50.2513812","9.2882702","Troizk","Rußland","Europa","1999","p","47.928974","16.203671"
"Main-Kinzig-Kreis (Kreis) ((Kreis))","63571","Hessen","50.2513812","9.2882702","Belluno","Italien","Europa","2000","p","46.281885","12.082819"
"Main-Kinzig-Kreis (Kreis) ((Kreis))","63571","Hessen","50.2513812","9.2882702","Ramat-Gan","Israel","Asien","2000","p","32.081684","34.805117"
"Main-Kinzig-Kreis (Kreis) ((Kreis))","63571","Hessen","50.2513812","9.2882702","Diriamba","Nicaragua","Amerika","1986","p","11.863907","-86.243212"
"Main-Kinzig-Kreis (Kreis) ((Kreis))","63571","Hessen","50.2513812","9.2882702","Lublin","Polen","Europa","2008","p","51.2182","22.5639"
"Main-Tauber-Kreis (Kreis) (Tauberbischofsheim, Stadt)","97941","Baden-Württemberg","45.184712","-69.243655","Tolna","Ungarn","Europa","1991","p","47.47708","8.294696"
"Main-Tauber-Kreis (Kreis) (Tauberbischofsheim, Stadt)","97941","Baden-Württemberg","45.184712","-69.243655","Kalvola/Iittala","Finnland","Europa","1990","f","",""
"Main-Taunus- (Kreis) (Hofheim am Taunus, Kreisstadt)","65719","Hessen","45.184712","-69.243655","Metropolitan-District Solihull","Großbritannien","Europa","1992","p","50.514006","9.018378"
"Mainburg","84048","Bayern","48.6418","11.7809","Liancourt","Frankreich","Europa","1997","p","49.3308","2.4653"
"Mainburg","84048","Bayern","48.6418","11.7809","Moriya","Japan","Asien","1990","p","35.95","139.9666667"
"Mainburg","84048","Bayern","48.6418","11.7809","Zaros","Griechenland","Europa","2003","p","35.1303","24.9041"
"Mainhausen","63533","Hessen","50.0167","9","Pöls","Österreich","Europa","1972","p","47.928974","16.203671"
"Maintal","63477","Hessen","50.15","8.8333","Moosburg","Österreich","Europa","1976","p","48.0869","9.597"
"Maintal","63477","Hessen","50.15","8.8333","Luisant","Frankreich","Europa","1973","p","48.4295","1.4738"
"Maintal","63477","Hessen","50.15","8.8333","Katerini","Griechenland","Europa","1995","p","40.2719","22.5025"
"Maintal","63477","Hessen","50.15","8.8333","Esztergom (Gran)","Ungarn","Europa","1993","p","60.3929","10.5604"
"Mainz","55116","Rheinland-Pfalz","49.999","8.2678","Baku","Aserbaidschan","Asien","1984","k","40.361433","49.816906"
"Mainz","55116","Rheinland-Pfalz","49.999","8.2678","Valencia","Spanien","Europa","1978","p","39.5723108","-0.3279099"
"Mainz","55116","Rheinland-Pfalz","49.999","8.2678","Dijon","Frankreich","Europa","1958","p","47.3231","5.0419"
"Mainz","55116","Rheinland-Pfalz","49.999","8.2678","Watford","Großbritannien","Europa","1956","p","51.663669","-0.393053"
"Mainz","55116","Rheinland-Pfalz","49.999","8.2678","Zagreb","Kroatien","Europa","1967","p","45.807653","15.962534"
"Mainz","55116","Rheinland-Pfalz","49.999","8.2678","Haifa","Israel","Asien","1987","p","32.624378","34.978401"
"Mainz","55116","Rheinland-Pfalz","49.999","8.2678","Louisville","USA","Amerika","1994","p","38.2542","-85.7594"
"Mainz","55116","Rheinland-Pfalz","49.999","8.2678","Kigali","Ruanda","Afrika","2007","f","-1.957714","30.08238"
"Mainz","55116","Rheinland-Pfalz","49.999","8.2678","Rodeneck","Italien","Europa","1977","p","47.928974","16.203671"
"Mainz","55116","Rheinland-Pfalz","49.999","8.2678","Longchamp","Frankreich","Europa","1966","p","-34.845358","-58.382111"
"Mainz-Bingen (Kreis) (Ingelheim am Rhein, Stadt)","55206","Rheinland-Pfalz","43.107411","-90.980635","Verona","Italien","Europa","1952","p","49.957575","7.265703"
"Mainz-Bingen (Kreis) (Ingelheim am Rhein, Stadt)","55206","Rheinland-Pfalz","43.107411","-90.980635","Rusumo","Ruanda","Afrika","1987","p","49.957575","7.265703"
"Mainz-Bingen (Kreis) (Ingelheim am Rhein, Stadt)","55206","Rheinland-Pfalz","43.107411","-90.980635","Nysa (Woiwodschaft Oppeln)","Polen","Europa","2001","p","49.957575","7.265703"
"Malberg","57629","Rheinland-Pfalz","50.7167","7.8167","Fénétrange Moselle","Frankreich","Europa","1974","p","48.7814338","8.2064679"
"Malchin","17139","Mecklenburg-Vorpommern","53.7399","12.7654","Szrencs","Ungarn","Europa","1991","p","47.928974","16.203671"
"Malchow","17213","Mecklenburg-Vorpommern","53.4748","12.4221","Kekfield","Großbritannien","Europa","1991","k","47.928974","16.203671"
"Malchow","17213","Mecklenburg-Vorpommern","53.4748","12.4221","Boxholm","Schweden","Europa","1991","k","58.1972","15.0538"
"Malente","23714","Schleswig-Holstein","54.1833","10.5667","Holeby","Dänemark","Europa","1977","p","47.928974","16.203671"
"Mallersdorf-Pfaffenberg","84066","Bayern","48.7664","12.231","Paderno del Grappa","Italien","Europa","1990","p","53.2142","-2.6712"
"Malsch","76316","Baden-Württemberg","48.8833","8.3333","Sezanne (Marne)","Frankreich","Europa","1967","p","48.7205","3.7234"
"Malsch","76316","Baden-Württemberg","48.8833","8.3333","Syców (Groß Wartenberg)","Polen","Europa","1992","f","-7.6011","110.8186"
"Malsch","76316","Baden-Württemberg","48.8833","8.3333","Dinuba","USA","Amerika","1976","p","36.5433","-119.3871"
"Malsfeld","34323","Hessen","51.0833","9.5333","Moyaux","Frankreich","Europa","1984","p","49.1953","0.3553"
"Malsfeld","34323","Hessen","51.0833","9.5333","Bag","Ungarn","Europa","1995","p","47.6333","19.4833"
"Malterdingen","79364","Baden-Württemberg","48.1667","7.8","Lentilly","Frankreich","Europa","1994","p","45.8186","4.6631"
"Malterdingen","79364","Baden-Württemberg","48.1667","7.8","Lentilly","Frankreich","Europa","1993","p","45.8186","4.6631"
"Mandelbachtal","66399","Saarland","49.1833","7.1667","Vichte","Belgien","Europa","1973","p","49.8031","6"
"Mandelbachtal","66399","Saarland","49.1833","7.1667","Sains Richaumont","Frankreich","Europa","1974","p","49.8239","3.7092"
"Mandelbachtal","66399","Saarland","49.1833","7.1667","Saone","Frankreich","Europa","1970","p","47.2231","6.1168"
"Mandelbachtal","66399","Saarland","49.1833","7.1667","Wittersheim / Elsaß","Frankreich","Europa","2005","p","",""
"Mannheim","68159","Baden-Württemberg","49.4967","8.4795","Windsor","Kanada","Amerika","1980","p","51.460829","-0.631216"
"Mannheim","68159","Baden-Württemberg","49.4967","8.4795","Toulon","Frankreich","Europa","1959","p","43.125","5.9306"
"Mannheim","68159","Baden-Württemberg","49.4967","8.4795","Qingdao","China","Asien","1995","f","36.894361","98.604453"
"Mannheim","68159","Baden-Württemberg","49.4967","8.4795","Swansea","Großbritannien","Europa","1957","p","51.6444062","-3.9926978"
"Mannheim","68159","Baden-Württemberg","49.4967","8.4795","Klaipeda","Litauen","Europa","1991","p","55.781518","21.3475"
"Mannheim","68159","Baden-Württemberg","49.4967","8.4795","Chisinau","Moldawien","Europa","1989","p","47.0056","28.8575"
"Mannheim","68159","Baden-Württemberg","49.4967","8.4795","Bydgoszcz (Bromberg)","Polen","Europa","1991","p","53.1297","18.0383"
"Mannheim","68159","Baden-Württemberg","49.4967","8.4795","Haifa","Israel","Asien","2005","p","32.624378","34.978401"
"Mannheim","68159","Baden-Württemberg","49.4967","8.4795","Hebron","Palästinensische Autonomiebehörde","Asien","2013","f","39.0659","-84.7011"
"Mannheim","68159","Baden-Württemberg","49.4967","8.4795","Zhenjiang","China","Asien","2004","p","36.894361","98.604453"
"Mannheim","68159","Baden-Württemberg","49.4967","8.4795","Istanbul (Beyoglu)","Türkei","Europa","2008","k","40.992743","28.940753"
"Mannheim","68159","Baden-Württemberg","49.4967","8.4795","Istanbul (Atasehir)","Türkei","Europa","2011","f","40.992743","28.940753"
"Mannheim","68159","Baden-Württemberg","49.4967","8.4795","Malatya","Türkei","Europa","2010","k","38.343136","38.304585"
"Mannheim","68159","Baden-Württemberg","49.4967","8.4795","Windsor","Kanada","Amerika","1980","p","51.460829","-0.631216"
"Marbach am Neckar","71672","Baden-Württemberg","48.9396","9.2599","L`Isle-Adam","Frankreich","Europa","1987","p","49.1074","2.2282"
"Marbach am Neckar","71672","Baden-Württemberg","48.9396","9.2599","Stratford-upon-Avord","Großbritannien","Europa","1987","f","28.407906","-81.413317"
"Marbach am Neckar","71672","Baden-Württemberg","48.9396","9.2599","Tongling (Provinz Anhui)","China","Asien","2005","p","32.030836","117.156268"
"Marbach am Neckar","71672","Baden-Württemberg","48.9396","9.2599","Washington","USA","Amerika","1990","p","47.262236","-120.683574"
"Marburg","35037","Hessen","50.803","8.7625","Poitiers","Frankreich","Europa","1961","p","46.5811","0.3353"
"Marburg","35037","Hessen","50.803","8.7625","Northampton","Großbritannien","Europa","1992","p","52.241385","-0.897051"
"Marburg","35037","Hessen","50.803","8.7625","Maribor (Marburg a.d.Drau)","Slowenien","Europa","1969","p","50.80515","8.775756"
"Marburg","35037","Hessen","50.803","8.7625","Sfax","Tunesien","Afrika","1970","p","34.71681","10.318353"
"Marburg","35037","Hessen","50.803","8.7625","Sibu (Hermannstadt)","Rumänien","Europa","2002","k","2.3333","111.8333"
"Marburg-Biedenkopf (Kreis) (Marburg, Universitätsstadt)","35043","Hessen","50.803","8.7625","Huntingdonshire","Großbritannien","Europa","1977","p","50.514006","9.018378"
"Marburg-Biedenkopf (Kreis) (Marburg, Universitätsstadt)","35043","Hessen","50.803","8.7625","Lüsen","Italien","Europa","2000","k","51.1508703","10.0058674"
"Margetshöchheim","97276","Bayern","49.836951","9.850906","Bieville-Beuville","Frankreich","Europa","1993","p","49.2344","-0.3281"
"Marienberg","9496","Sachsen","50.6132","13.1883","Most (Brüx)","Tschech. Republik","Europa","1973","p","-33.956","-70.5694"
"Marienhafe","26529","Niedersachsen","53.5224","7.2719","Montfermeil","Frankreich","Europa","2000","k","48.8983","2.5647"
"Marienheide","51709","Nordrhein-Westfalen","51.0828","7.5351","Biala","Polen","Europa","1993","p","-9.687","124.4804"
"Maring-Noviand","54484","Rheinland-Pfalz","49.9333","7","Sergines","Frankreich","Europa","1969","p","48.3422","3.2614"
"Markdorf","88677","Baden-Württemberg","47.7192","9.3903","Ensisheim","Frankreich","Europa","1974","p","47.8656","7.3525"
"Markersdorf","2829","Sachsen","51.1333","14.8833","Krotoszyce (Kroitsch)","Polen","Europa","1996","p","-9.687","124.4804"
"Markgröningen","71706","Baden-Württemberg","48.916316","9.053084","Saint-Martin-de-Crau","Frankreich","Europa","1989","p","43.60743","4.838162"
"Markgröningen","71706","Baden-Württemberg","48.916316","9.053084","Szentes","Ungarn","Europa","2000","k","46.6563","20.272"
"Märkisch Buchholz","15748","Brandenburg","52.127197","13.802571","Jantarnyj Kraj","Polen","Europa","2004","p","-9.687","124.4804"
"Märkischer Kreis (Kreis) (Lüdenscheid, Stadt)","58509","Nordrhein-Westfalen","1.288011","103.852371","Wrexham County Borough (Wales)","Großbritannien","Europa","1971","p","53.017","-2.998762"
"Märkischer Kreis (Kreis) (Lüdenscheid, Stadt)","58509","Nordrhein-Westfalen","1.288011","103.852371","Ratibor","Polen","Europa","2001","p","51.414356","7.577272"
"Markkleeberg","4416","Sachsen","51.2766","12.3966","Pierre Benite","Frankreich","Europa","1972","p","45.7009","4.8251"
"Markkleeberg","4416","Sachsen","51.2766","12.3966","Zarnesti (Zernen)","Rumänien","Europa","1990","p","45.55","25.3"
"Markt Roßtal","90574","Bayern","49.388144","10.893548","Auzances","Frankreich","Europa","1997","p","46.0269","2.5019"
"Marktbreit","97340","Bayern","49.6683","10.1436","Fléac","Frankreich","Europa","1986","p","-20.205439","57.709555"
"Marktheidenfeld","97828","Bayern","49.8454","9.6036","Montfort-sur-meu","Frankreich","Europa","1988","p","48.1381","-1.9558"
"Marktheidenfeld","97828","Bayern","49.8454","9.6036","Germantown","USA","Amerika","1979","k","39.1618","-77.265"
"Marktheidenfeld","97828","Bayern","49.8454","9.6036","Pobiedziska","Polen","Europa","2007","p","-9.687","124.4804"
"Marktleugast","95352","Bayern","50.1731","11.6339","Pilisszentiván (Sanktiwan)","Ungarn","Europa","1988","p","47.928974","16.203671"
"Marktleuthen","95168","Bayern","50.1244","12.0163","Herend (Herendau)","Ungarn","Europa","1992","p","47.1333","17.75"
"Marktredwitz","95615","Bayern","50.0103","12.1007","Vils","Österreich","Europa","1992","p","47.5396","10.615"
"Marktredwitz","95615","Bayern","50.0103","12.1007","Cheb (Eger)","Tschech. Republik","Europa","2000","k","41.0031","-87.9081"
"Marktredwitz","95615","Bayern","50.0103","12.1007","La Mure","Frankreich","Europa","1983","p","44.9028","5.7878"
"Marktredwitz","95615","Bayern","50.0103","12.1007","Chichester","Großbritannien","Europa","2000","f","50.839286","-0.783072"
"Marktredwitz","95615","Bayern","50.0103","12.1007","Bassano del Grappa","Italien","Europa","2000","f","45.767088","11.723671"
"Marktredwitz","95615","Bayern","50.0103","12.1007","Swalmen/Roermond","Niederlande","Europa","2005","p","",""
"Marktredwitz","95615","Bayern","50.0103","12.1007","Castelfranco Emilia","Italien","Europa","1997","p","44.607045","11.048111"
"Marktrodach","96364","Bayern","50.244","11.4138","Peuerbach","Österreich","Europa","2000","k","48.3459","13.7717"
"Marl","45768","Nordrhein-Westfalen","51.6567","7.0904","Creil","Frankreich","Europa","1975","p","49.2567","2.4848"
"Marl","45768","Nordrhein-Westfalen","51.6567","7.0904","Pendle","Großbritannien","Europa","1994","p","39.9975","-85.7466"
"Marl","45768","Nordrhein-Westfalen","51.6567","7.0904","Herzlia","Israel","Asien","1981","p","31.386006","34.632182"
"Marl","45768","Nordrhein-Westfalen","51.6567","7.0904","Changzhi","China","Asien","1993","k","36.894361","98.604453"
"Marl","45768","Nordrhein-Westfalen","51.6567","7.0904","Kusadasi","Türkei","Europa","1999","p","37.867907","27.270883"
"Marl","45768","Nordrhein-Westfalen","51.6567","7.0904","Zalaegerszeg","Ungarn","Europa","1999","p","46.84","16.8439"
"Marpingen","66646","Saarland","49.4523","7.0582","Bertrichamps","Frankreich","Europa","2000","p","48.4292","6.7939"
"Marquartstein","83250","Bayern","47.7589","12.4617","Brixen","Italien","Europa","1979","p","47.928974","16.203671"
"Marsberg","34431","Nordrhein-Westfalen","51.45","8.85","Lillers","Frankreich","Europa","1967","p","50.5636","2.4819"
"Martfeld","27327","Niedersachsen","52.8667","9.0667","La Bezoge","Frankreich","Europa","1975","p","54.048024","-2.821343"
"Marxheim","86688","Bayern","48.75","10.95","Gansingen","Schweiz","Europa","1990","p","47.928974","16.203671"
"Maßbach","97711","Bayern","50.190333","10.270588","Canton Cingal","Frankreich","Europa","1989","p","40.7989","-81.3784"
"Mauer","69256","Baden-Württemberg","49.3408","8.8003","Tautavel","Frankreich","Europa","1981","p","42.8142","2.7464"
"Maulbronn","75433","Baden-Württemberg","48.9996","8.8034","Le Valdahon","Frankreich","Europa","1987","p","46.8363628","6.1068801"
"Maulburg","79689","Baden-Württemberg","47.6463","7.7821","Saint Loup sur Semouse","Frankreich","Europa","1981","p","47.890926","6.265486"
"Maulburg","79689","Baden-Württemberg","47.6463","7.7821","Steinegg b. Karneid","Italien","Europa","2000","k","12.436487","102.300451"
"Maxdorf","67133","Rheinland-Pfalz","49.4881","8.2917","Florennes","Belgien","Europa","1986","k","50.238093","4.631322"
"Maxdorf","67133","Rheinland-Pfalz","49.4881","8.2917","Longvic","Frankreich","Europa","1983","p","47.2875","5.0634"
"Maxdorf (Samtgemeinde)","67133","Rheinland-Pfalz","49.487353","8.291172","Longvic","Frankreich","Europa","1983","p","47.2875","5.0634"
"Mayen","56727","Rheinland-Pfalz","50.328","7.2228","Uherske Hradiste (Ungarisch Hradisch)","Tschech. Republik","Europa","1994","p","49.0697","17.4597"
"Mayen","56727","Rheinland-Pfalz","50.328","7.2228","Joigny","Frankreich","Europa","1964","p","47.9829","3.401"
"Mayen","56727","Rheinland-Pfalz","50.328","7.2228","Godalming","Großbritannien","Europa","1982","p","51.183661","-0.621915"
"Mayen-Koblenz (Kreis) (Koblenz, Stadt)","56013","Rheinland-Pfalz","1.288011","103.852371","Waverley","Großbritannien","Europa","1977","p","49.957575","7.265703"
"Mechernich","53894","Nordrhein-Westfalen","50.593","6.6522","Nyons (Drôme)","Frankreich","Europa","1967","p","44.3667","5.1333"
"Meckenbeuren","88074","Baden-Württemberg","47.7","9.5667","Kehlen","Luxemburg","Europa","1993","p","49.6117","6.13"
"Meckenheim","53340","Nordrhein-Westfalen","50.6239","7.0294","Le Mée sur Seine","Frankreich","Europa","1988","p","45.114726","4.631571"
"Meckenheim","67149","Rheinland-Pfalz","49.4044","8.2392","Lugny","Frankreich","Europa","1980","p","49.7803","3.8097"
"Meckesheim","74909","Baden-Württemberg","49.3217","8.8194","Jouy-en-Josas","Frankreich","Europa","1971","p","48.7681","2.1669"
"Mecklenburg-Strelitz (Kreis) (Neustrelitz, Stadt)","17235","Mecklenburg-Vorpommern","53.336923","13.088238","Tschaikowski","Rußland","Europa","1993","f","53.896535","12.661149"
"Meddersheim","55566","Rheinland-Pfalz","49.7833","7.6167","Nea Kios","Griechenland","Europa","2008","p","37.593231","22.746855"
"Medebach","59964","Nordrhein-Westfalen","51.1971","8.7063","Locminè","Frankreich","Europa","1992","p","47.8862","-2.8354"
"Medebach","59964","Nordrhein-Westfalen","51.1971","8.7063","Livingston","Großbritannien","Europa","2000","f","55.890598","-3.524159"
"Medebach","59964","Nordrhein-Westfalen","51.1971","8.7063","Mesöcsat","Ungarn","Europa","2000","k","47.928974","16.203671"
"Medebach","59964","Nordrhein-Westfalen","51.1971","8.7063","Siauliai","Litauen","Europa","2000","k","55.934782","23.394631"
"Meeder","96484","Bayern","50.3334","10.901","Kirchschlag (Linz)","Österreich","Europa","1975","p","48.4118","14.2766"
"Meerane","8393","Sachsen","50.8469","12.4647","Sens","Frankreich","Europa","2000","k","48.1972","3.2833"
"Meerane","8393","Sachsen","50.8469","12.4647","Senegallia","Italien","Europa","2000","k","47.928974","16.203671"
"Meerane","8393","Sachsen","50.8469","12.4647","Liptorsky Peter (Liptau St. Peter)","Slow. Republik","Europa","2000","k","44.3289","-93.9639"
"Meerbusch","40667","Nordrhein-Westfalen","51.2612","6.6717","Fouesnant","Frankreich","Europa","1967","p","47.8919","-4.0148"
