municipality,plz,bundesland,state,latitude,longitude,municipality_place_name,partnergemeinde,land,country,kontinent,continent,seit,form,partner_latitude,partner_longitude,partner_place_name
"Herford (Kreis) (Herford, Stadt)",32051,Niedersachsen,Lower Saxony,52.133555,8.615833,"Herforder Straße, Herford, 32051, Nordrhein-Westfalen, Germany",Bassando del Grappa,Italien,Italy,Europa,Europe,2000,p,42.508793,12.677718,Italy
"Herford (Kreis) (Herford, Stadt)",32051,Niedersachsen,Lower Saxony,52.133555,8.615833,"Herforder Straße, Herford, 32051, Nordrhein-Westfalen, Germany",Gorzow,Polen,Poland,Europa,Europe,2000,f,52.730600,15.217100,"Gorzów Wielkopolski, Lubuskie, Poland"
"Herford (Kreis) (Herford, Stadt)",32051,Niedersachsen,Lower Saxony,52.133555,8.615833,"Herforder Straße, Herford, 32051, Nordrhein-Westfalen, Germany",Voiron,Frankreich,France,Europa,Europe,2000,p,45.363300,5.590000,"Voiron, 38500, Isère, France"
"Herford (Kreis) (Herford, Stadt)",32051,Niedersachsen,Lower Saxony,52.133555,8.615833,"Herforder Straße, Herford, 32051, Nordrhein-Westfalen, Germany",Refrewshire,Großbritannien,United Kingdom,Europa,Europe,2000,p,54.321107,-1.928484,United Kingdom
Heringen (Werra),36266,Hessen,Hesse,50.883300,9.987300,"Heringen (Werra), 36266, Hessen, Germany",Rombas,Frankreich,France,Europa,Europe,1981,p,49.249100,6.094000,"Rombas, 57120, Moselle, France"
Heringen/Helme,99765,Thüringen,Thuringia,,,,Balatonmariafürd,Ungarn,Hungary,Europa,Europe,2004,p,47.161064,19.133710,Hungary
Herleshausen,37293,Hessen,Hesse,51.016700,10.166700,"Herleshausen, 37293, Hessen, Germany",Cléder,Frankreich,France,Europa,Europe,1964,p,47.964359,7.307174,"Europe, Rouffach, 68250, Haut-Rhin, France"
Hermannsburg,29320,Niedersachsen,Lower Saxony,52.832500,10.089600,"Hermannsburg, 29320, Niedersachsen, Germany",Auterive,Frankreich,France,Europa,Europe,1979,p,43.351000,1.478000,"Auterive, 31190, Haute-Garonne, France"
Hermeskeil,54411,Rheinland-Pfalz,Rheinland-Pfalz,49.655300,6.944100,"Hermeskeil, 54411, Rheinland-Pfalz, Germany",Saint Fargean,Frankreich,France,Europa,Europe,1974,p,47.964359,7.307174,"Europe, Rouffach, 68250, Haut-Rhin, France"
Herne,44623,Nordrhein-Westfalen,North Rhine-Westphalia,51.542600,7.219000,"Herne, 44629, Nordrhein-Westfalen, Germany",Insel Ometepe,Nicaragua,Nicaragua,Amerika,America,1988,p,28.420335,-106.877291,"Calle Nicaragua, Cuauhtémoc, Chihuahua, Mexico"
Herne,44623,Nordrhein-Westfalen,North Rhine-Westphalia,51.542600,7.219000,"Herne, 44629, Nordrhein-Westfalen, Germany",Hénin-Beaumont,Frankreich,France,Europa,Europe,1954,p,46.737700,0.429600,"Beaumont, 86490, Vienne, France"
Herne,44623,Nordrhein-Westfalen,North Rhine-Westphalia,51.542600,7.219000,"Herne, 44629, Nordrhein-Westfalen, Germany",Belgorod,Rußland,Russia,Europa,Europe,1990,p,50.595300,36.587000,"Belgorod, Белгородская область, Russia"
Herne,44623,Nordrhein-Westfalen,North Rhine-Westphalia,51.542600,7.219000,"Herne, 44629, Nordrhein-Westfalen, Germany",Konin,Polen,Poland,Europa,Europe,1991,p,52.256200,18.262100,"Konin, Wielkopolskie, Poland"
Herne,44623,Nordrhein-Westfalen,North Rhine-Westphalia,51.542600,7.219000,"Herne, 44629, Nordrhein-Westfalen, Germany",Wakefield,Großbritannien,United Kingdom,Europa,Europe,1956,p,53.658074,-1.494312,"Wakefield, WF2 7JA, Wakefield, United Kingdom"
Heroldsbach,91336,Bayern,Bavaria,49.693500,10.998100,"Heroldsbach, 91336, Bayern, Germany",Breguzzo,Italien,Italy,Europa,Europe,2000,p,42.508793,12.677718,Italy
Herren-Sulzbach,66280,Rheinland-Pfalz,Rheinland-Pfalz,49.650000,7.533300,"Herren-Sulzbach, 67742, Rheinland-Pfalz, Germany",Wejk en Aalburg,Niederlande,Netherlands,Europa,Europe,1977,f,51.766700,5.116700,"Wijk en Aalburg, 4261, Noord-Brabant, Netherlands"
Herrenberg,71083,Baden-Württemberg,Baden-Wurttemberg,48.596400,8.870200,"Herrenberg, 71083, Baden-Württemberg, Germany",Fidenza,Italien,Italy,Europa,Europe,1989,p,44.860159,10.063570,"Fidenza, PARMA, Italy"
Herrenberg,71083,Baden-Württemberg,Baden-Wurttemberg,48.596400,8.870200,"Herrenberg, 71083, Baden-Württemberg, Germany",Tarare (Rhone),Frankreich,France,Europa,Europe,1960,p,45.897600,4.432700,"Tarare, 69170, Rhône, France"
Herrenberg,71083,Baden-Württemberg,Baden-Wurttemberg,48.596400,8.870200,"Herrenberg, 71083, Baden-Württemberg, Germany",Amplepuis (Rhone),Frankreich,France,Europa,Europe,1970,p,45.972900,4.330700,"Amplepuis, 69550, Rhône, France"
Herrieden,91567,Bayern,Bavaria,49.237800,10.503500,"Herrieden, 91567, Bayern, Germany",Melk,Österreich,Austria,Europa,Europe,1982,p,48.213100,15.333700,"Melk, 3390, Niederösterreich, Austria"
Herrischried,79737,Baden-Württemberg,Baden-Wurttemberg,47.666700,8.000000,"Herrischried, 79737, Baden-Württemberg, Germany",Le Castellet,Frankreich,France,Europa,Europe,1978,p,43.202800,5.776400,"Le Castellet, 83330, Var, France"
Herrsching,82211,Bayern,Bavaria,48.022593,11.143767,"Herrschinger Straße, Herrsching am Ammersee, 82211, Bayern, Germany",Chatra,Indien,India,Asien,Asia,1996,p,21.794347,80.223977,India
Herrsching,82211,Bayern,Bavaria,48.022593,11.143767,"Herrschinger Straße, Herrsching am Ammersee, 82211, Bayern, Germany",Ravina,Italien,Italy,Europa,Europe,2007,p,42.508793,12.677718,Italy
Hersbruck,91217,Bayern,Bavaria,49.508100,11.431700,"Hersbruck, 91217, Bayern, Germany",Chiba,Japan,Japan,Asien,Asia,1990,k,35.496627,140.230467,"千葉県, Japan"
Hersbruck,91217,Bayern,Bavaria,49.508100,11.431700,"Hersbruck, 91217, Bayern, Germany",Rila,Bulgarien,Bulgaria,Europa,Europe,1989,k,42.132061,23.132653,"Rila, Кюстендил, Bulgaria"
Hersbruck,91217,Bayern,Bavaria,49.508100,11.431700,"Hersbruck, 91217, Bayern, Germany",Pavia,Italien,Italy,Europa,Europe,1990,k,45.029756,9.136994,"PAVIA, Italy"
Hersbruck,91217,Bayern,Bavaria,49.508100,11.431700,"Hersbruck, 91217, Bayern, Germany",Les Sables d`Olonne,Frankreich,France,Europa,Europe,1987,k,46.496400,-1.784700,"Les Sables-d'Olonne, 85100, Vendée, France"
Hersbruck,91217,Bayern,Bavaria,49.508100,11.431700,"Hersbruck, 91217, Bayern, Germany",Hilterfingen-Hünibach,Schweiz,Switzerland,Europa,Europe,1972,p,46.737125,7.653782,"Hilterfingen, Switzerland"
Hersbruck,91217,Bayern,Bavaria,49.508100,11.431700,"Hersbruck, 91217, Bayern, Germany",Voitsberg,Österreich,Austria,Europa,Europe,1986,k,47.046800,15.164900,"Voitsberg, 8570, Steiermark, Austria"
Hersbruck,91217,Bayern,Bavaria,49.508100,11.431700,"Hersbruck, 91217, Bayern, Germany",Nowaja Uschiza,Ukraine,Ukraine,Europa,Europe,1991,k,48.384958,33.901995,Ukraine
Hersbruck,91217,Bayern,Bavaria,49.508100,11.431700,"Hersbruck, 91217, Bayern, Germany",Lossiemouth,Großbritannien,United Kingdom,Europa,Europe,1972,p,57.707918,-3.296218,"Lossiemouth, IV31 6TQ, Moray, United Kingdom"
Herschbach,56249,Rheinland-Pfalz,Rheinland-Pfalz,50.583300,7.733300,"Herschbach, 56249, Rheinland-Pfalz, Germany",Pleudihen sur Rance,Frankreich,France,Europa,Europe,1979,p,48.510900,-1.951300,"Pleudihen-sur-Rance, 22690, Côtes-d'Armor, France"
"Hersfeld-Rotenburg (Kreis) (Bad Hersfeld, Kreisstadt)",36251,Hessen,Hesse,50.887850,9.676203,"Hersfelder Straße, Bad Hersfeld, 36251, Hessen, Germany",Hyvinkää,Finnland,Finland,Europa,Europe,2000,p,60.583300,24.833300,"Hyvinkää, Uusimaa, Finland"
Herten,45699,Nordrhein-Westfalen,North Rhine-Westphalia,51.596400,7.143900,"Herten, 45699, Nordrhein-Westfalen, Germany",Szczytno,Polen,Poland,Europa,Europe,2009,p,53.563600,20.994300,"Szczytno, Warmińsko-mazurskie, Poland"
Herten,45699,Nordrhein-Westfalen,North Rhine-Westphalia,51.596400,7.143900,"Herten, 45699, Nordrhein-Westfalen, Germany",Arras,Frankreich,France,Europa,Europe,1984,p,50.289300,2.780900,"Arras, 62000, Pas-de-Calais, France"
Herten,45699,Nordrhein-Westfalen,North Rhine-Westphalia,51.596400,7.143900,"Herten, 45699, Nordrhein-Westfalen, Germany",Doncaster,Großbritannien,United Kingdom,Europa,Europe,1989,p,53.530697,-1.132928,"Doncaster, DN1 2RF, Doncaster, United Kingdom"
Herxheim bei Landau/ Pfalz,76863,Rheinland-Pfalz,Rheinland-Pfalz,,,,Saint-Apollinaire,Frankreich,France,Europa,Europe,1979,p,47.336850,5.094721,"Saint-Apollinaire, 21850, Côte-d'Or, France"
Herzberg (Elster),4916,Brandenburg,Brandenburg,51.741484,13.245882,"04916, Brandenburg, Germany",Swiebodzin (Schwiebus),Polen,Poland,Europa,Europe,1996,p,52.251300,15.529800,"Świebodzin, Lubuskie, Poland"
Herzberg am Harz,37412,Niedersachsen,Lower Saxony,51.629600,10.330100,"Herzberg am Harz, 37412, Niedersachsen, Germany",Góra,Polen,Poland,Europa,Europe,1993,p,51.910264,19.159723,Poland
Herzebrock-Clarholz,33442,Nordrhein-Westfalen,North Rhine-Westphalia,51.900000,8.216700,"Herzebrock-Clarholz, 33442, Nordrhein-Westfalen, Germany",Le Chambon-Feugerolles,Frankreich,France,Europa,Europe,1973,p,45.396900,4.325900,"Le Chambon-Feugerolles, 42500, Loire, France"
Herzebrock-Clarholz,33442,Nordrhein-Westfalen,North Rhine-Westphalia,51.900000,8.216700,"Herzebrock-Clarholz, 33442, Nordrhein-Westfalen, Germany",Steenwijkerland,Niederlande,Netherlands,Europa,Europe,1994,p,52.147946,5.590768,Netherlands
Herzogenaurach,91074,Bayern,Bavaria,49.568000,10.885600,"Herzogenaurach, 91074, Bayern, Germany",Kaya,Burkina Faso,Burkina Faso,Afrika,Africa,1982,p,12.242629,-1.192588,Burkina Faso
Herzogenaurach,91074,Bayern,Bavaria,49.568000,10.885600,"Herzogenaurach, 91074, Bayern, Germany",Wolfsberg,Österreich,Austria,Europa,Europe,1968,p,46.862700,14.792700,"Wolfsberg, 9412, Kärnten, Austria"
Herzogenaurach,91074,Bayern,Bavaria,49.568000,10.885600,"Herzogenaurach, 91074, Bayern, Germany",Sainte-Luce-sur-Loire,Frankreich,France,Europa,Europe,1988,p,47.249400,-1.486700,"Sainte-Luce-sur-Loire, 44980, Loire-Atlantique, France"
Herzogenrath,52134,Nordrhein-Westfalen,North Rhine-Westphalia,50.870600,6.101200,"Herzogenrath, 52134, Nordrhein-Westfalen, Germany",Bistritz,Rumänien,Romania,Europa,Europe,2005,p,45.938307,24.304800,Romania
Herzogenrath,52134,Nordrhein-Westfalen,North Rhine-Westphalia,50.870600,6.101200,"Herzogenrath, 52134, Nordrhein-Westfalen, Germany",Plerin,Frankreich,France,Europa,Europe,1986,p,48.534400,-2.770800,"Plérin, 22190, Côtes-d'Armor, France"
Hesel,26835,Niedersachsen,Lower Saxony,53.300000,7.600000,"Hesel, 26835, Niedersachsen, Germany",Ten Boer,Niederlande,Netherlands,Europa,Europe,1994,k,53.275800,6.694400,"Ten Boer, 9791, Groningen, Netherlands"
Hesel (Samtgemeinde),26835,Niedersachsen,Lower Saxony,53.300000,7.600000,"Hesel, 26835, Niedersachsen, Germany",Ten Boer,Niederlande,Netherlands,Europa,Europe,1994,f,53.275800,6.694400,"Ten Boer, 9791, Groningen, Netherlands"
Hessisch Lichtenau,37235,Hessen,Hesse,51.199500,9.718600,"Hessisch Lichtenau, 37235, Hessen, Germany",Orgelet,Frankreich,France,Europa,Europe,1966,p,46.521000,5.610500,"Orgelet, 39270, Jura, France"
Hessisch Lichtenau,37235,Hessen,Hesse,51.199500,9.718600,"Hessisch Lichtenau, 37235, Hessen, Germany",Schlierbach,Österreich,Austria,Europa,Europe,1962,p,47.936400,14.120200,"Schlierbach, 4553, Oberösterreich, Austria"
Hessisch Lichtenau,37235,Hessen,Hesse,51.199500,9.718600,"Hessisch Lichtenau, 37235, Hessen, Germany",Dessel,Belgien,Belgium,Europa,Europe,1972,p,51.242374,5.157512,"Dessel, Antwerpen, Belgium"
Hettenleidelheim,67310,Rheinland-Pfalz,Rheinland-Pfalz,49.535600,8.073600,"Hettenleidelheim, 67310, Rheinland-Pfalz, Germany",Blanzy,Frankreich,France,Europa,Europe,1978,p,46.703900,4.390300,"Blanzy, 71450, Saône-et-Loire, France"
Hettstadt,97265,Bayern,Bavaria,49.799400,9.815000,"Hettstadt, 97265, Bayern, Germany",Argences,Frankreich,France,Europa,Europe,1987,p,49.126300,-0.166400,"Argences, 14370, Calvados, France"
Heubach,73540,Baden-Württemberg,Baden-Wurttemberg,48.792400,9.934100,"Heubach, 73540, Baden-Württemberg, Germany",Waidhofen,Österreich,Austria,Europa,Europe,1982,p,48.792231,15.309596,"Waidhofener-Bundesstraße, Waidhofen an der Thaya-Land, 3830, Niederösterreich, Austria"
Heubach,73540,Baden-Württemberg,Baden-Wurttemberg,48.792400,9.934100,"Heubach, 73540, Baden-Württemberg, Germany",Laxoy,Frankreich,France,Europa,Europe,1964,p,47.964359,7.307174,"Europe, Rouffach, 68250, Haut-Rhin, France"
Heuchelheim,35452,Hessen,Hesse,50.583300,8.633300,"Heuchelheim, 35452, Hessen, Germany",Gemenos,Frankreich,France,Europa,Europe,1970,p,43.297500,5.628400,"Gémenos, 13420, Bouches-du-Rhône, France"
Heuchelheim,35452,Hessen,Hesse,50.583300,8.633300,"Heuchelheim, 35452, Hessen, Germany",Dobrzen-Wielki (Groß Döbern),Polen,Poland,Europa,Europe,1992,p,50.769500,17.858000,"Dobrzeń Wielki, Opolskie, Poland"
Heusenstamm,63150,Hessen,Hesse,50.057800,8.812700,"Heusenstamm, 63150, Hessen, Germany",Malle,Belgien,Belgium,Europa,Europe,1991,p,51.297582,4.713460,"Malle, Antwerpen, Belgium"
Heusenstamm,63150,Hessen,Hesse,50.057800,8.812700,"Heusenstamm, 63150, Hessen, Germany",Saint Savin,Frankreich,France,Europa,Europe,1969,p,45.161291,-0.439608,"Saint-Savin, 33920, Gironde, France"
Heusenstamm,63150,Hessen,Hesse,50.057800,8.812700,"Heusenstamm, 63150, Hessen, Germany",Tonbridge & Malling,Großbritannien,United Kingdom,Europa,Europe,1984,p,51.254454,0.431209,"Tonbridge Road, Tonbridge and Malling, ME18 5BT, Kent, United Kingdom"
Heusweiler,66265,Saarland,Saarland,49.350000,6.933300,"Heusweiler, 66265, Saarland, Germany",Orvault,Frankreich,France,Europa,Europe,1988,p,47.270800,-1.623600,"Orvault, 44700, Loire-Atlantique, France"
Hiddenhausen,32120,Nordrhein-Westfalen,North Rhine-Westphalia,52.166700,8.616700,"Hiddenhausen, 32120, Nordrhein-Westfalen, Germany",Czechowice-Dziedzice (Schechowitz O.S),Polen,Poland,Europa,Europe,1991,p,49.904000,19.000400,"Czechowice-Dziedzice, Śląskie, Poland"
Hiddenhausen,32120,Nordrhein-Westfalen,North Rhine-Westphalia,52.166700,8.616700,"Hiddenhausen, 32120, Nordrhein-Westfalen, Germany",Kungäly,Schweden,Sweden,Europa,Europe,1991,p,62.129120,15.198011,Sweden
Hilchenbach,57271,Nordrhein-Westfalen,North Rhine-Westphalia,50.996900,8.110600,"Hilchenbach, 57271, Nordrhein-Westfalen, Germany",Ruinen,Niederlande,Netherlands,Europa,Europe,1965,p,52.762500,6.354200,"Ruinen, 7963, Drenthe, Netherlands"
Hildburghausen,98646,Thüringen,Thuringia,50.426500,10.725900,"Hildburghausen, 98646, Thüringen, Germany",Morlaix,Frankreich,France,Europa,Europe,2000,k,48.583300,-3.833300,"Morlaix, 29600, Finistère, France"
Hildburghausen,98646,Thüringen,Thuringia,50.426500,10.725900,"Hildburghausen, 98646, Thüringen, Germany",Pelhrimov (Pilmersreuth),Tschech. Republik,Czech Republic,Europa,Europe,2000,k,49.431300,15.223400,"Pelhřimov, Vysočina, Czech Republic"
"Hildburghausen (Kreis) (Hildburghausen, Stadt)",,Thüringen,Thuringia,50.945300,13.755100,"Kreischa, 01731, Sachsen, Germany",Kursk,Rußland,Russia,Europa,Europe,1995,k,51.750000,36.166700,"Kursk, Курская область, Russia"
Hilden,40721,Nordrhein-Westfalen,North Rhine-Westphalia,51.168200,6.930900,"Hilden, 40721, Nordrhein-Westfalen, Germany",Maribor,Slowenien,Slovenia,Europa,Europe,1998,k,46.596045,15.602097,"Maribor, Slovenia"
Hilden,40721,Nordrhein-Westfalen,North Rhine-Westphalia,51.168200,6.930900,"Hilden, 40721, Nordrhein-Westfalen, Germany",Nové Mesto nad Metuji (Neustadt a.d. Mettau),Tschech. Republik,Czech Republic,Europa,Europe,1990,p,50.350900,16.151400,"Nové Město nad Metují, Královéhradecký, Czech Republic"
Hilden,40721,Nordrhein-Westfalen,North Rhine-Westphalia,51.168200,6.930900,"Hilden, 40721, Nordrhein-Westfalen, Germany",Warrington,Großbritannien,United Kingdom,Europa,Europe,1975,p,53.393274,-2.577131,"Warrington, WA1 3AS, Warrington, United Kingdom"
Hilders,36115,Hessen,Hesse,50.571900,10.003000,"Hilders, 36115, Hessen, Germany",Kachtern,Belgien,Belgium,Europa,Europe,1974,p,50.500204,4.863757,Belgium
Hildesheim,31134,Niedersachsen,Lower Saxony,52.150800,9.951100,"Hildesheim, 31134, Niedersachsen, Germany",El Minia,Ägypten,Egypt,Afrika,Africa,1979,p,26.836862,29.473744,Egypt
Hildesheim,31134,Niedersachsen,Lower Saxony,52.150800,9.951100,"Hildesheim, 31134, Niedersachsen, Germany",Padang,Indonesien,Indonesia,Asien,Asia,1988,p,0.107083,113.322837,Indonesia
Hildesheim,31134,Niedersachsen,Lower Saxony,52.150800,9.951100,"Hildesheim, 31134, Niedersachsen, Germany",Pavia,Italien,Italy,Europa,Europe,2000,p,45.029756,9.136994,"PAVIA, Italy"
Hildesheim,31134,Niedersachsen,Lower Saxony,52.150800,9.951100,"Hildesheim, 31134, Niedersachsen, Germany",Angoulême,Frankreich,France,Europa,Europe,1965,p,47.964359,7.307174,"Europe, Rouffach, 68250, Haut-Rhin, France"
Hildesheim,31134,Niedersachsen,Lower Saxony,52.150800,9.951100,"Hildesheim, 31134, Niedersachsen, Germany",Gelendjik,Rußland,Russia,Europa,Europe,1992,p,59.452681,87.253449,Russia
Hildesheim,31134,Niedersachsen,Lower Saxony,52.150800,9.951100,"Hildesheim, 31134, Niedersachsen, Germany",Weston-super-Mare,Großbritannien,United Kingdom,Europa,Europe,1983,p,51.343734,-2.968859,"Weston-Super-Mare, BS23 3PT, North Somerset, United Kingdom"
Hildesheim,31134,Niedersachsen,Lower Saxony,52.150800,9.951100,"Hildesheim, 31134, Niedersachsen, Germany",North Somerset,Großbritannien,United Kingdom,Europa,Europe,1986,p,51.398188,-2.821672,"North Somerset, BS49 4RN, North Somerset, United Kingdom"
"Hildesheim (Kreis) (Hildesheim, Stadt)",31134,Niedersachsen,Lower Saxony,52.157825,9.911599,"Hildesheimer Straße, Hildesheim, 31137, Niedersachsen, Germany",Hirschberg,Polen,Poland,Europa,Europe,2000,k,50.899700,15.729000,"Jelenia Góra, Dolnośląskie, Poland"
"Hildesheim (Kreis) (Hildesheim, Stadt)",31134,Niedersachsen,Lower Saxony,52.157825,9.911599,"Hildesheimer Straße, Hildesheim, 31137, Niedersachsen, Germany",Nysa,Polen,Poland,Europa,Europe,1992,k,50.473500,17.336900,"Nysa, Opolskie, Poland"
Hillesheim,54576,Rheinland-Pfalz,Rheinland-Pfalz,50.291800,6.669600,"Hillesheim, 54576, Rheinland-Pfalz, Germany",Houffalize,Belgien,Belgium,Europa,Europe,1987,p,50.134095,5.789303,"Houffalize, Luxembourg, Belgium"
Hilpoltstein,91161,Bayern,Bavaria,49.188400,11.189700,"Hilpoltstein, 91161, Bayern, Germany",Le Canton le Seilhac,Frankreich,France,Europa,Europe,2000,p,48.242153,-2.821327,"Le Canton, Saint-Thélo, 22460, Côtes-d'Armor, France"
Hilter am Teutoburger Wald,49176,Niedersachsen,Lower Saxony,52.164400,8.146800,"Hilter am Teutoburger Wald, 49176, Niedersachsen, Germany",Delden,Niederlande,Netherlands,Europa,Europe,1966,p,52.260000,6.711100,"Delden, 7491, Overijssel, Netherlands"
Himmelpforten,21709,Niedersachsen,Lower Saxony,53.614100,9.305200,"Himmelpforten, 21709, Niedersachsen, Germany",Lorrez-le-Bocage,Frankreich,France,Europa,Europe,1990,p,48.251988,2.839116,"Rue de Lorrez-le-Bocage-Préaux, Villemaréchal, 77710, Seine-et-Marne, France"
Hinterzarten,79856,Baden-Württemberg,Baden-Wurttemberg,47.906100,8.105400,"Hinterzarten, 79856, Baden-Württemberg, Germany",Eguisheim,Frankreich,France,Europa,Europe,1968,f,48.042800,7.306200,"Eguisheim, 68420, Haut-Rhin, France"
Hirrlingen,72145,Baden-Württemberg,Baden-Wurttemberg,48.412400,8.887500,"Hirrlingen, 72145, Baden-Württemberg, Germany",Minerbio,Italien,Italy,Europa,Europe,1988,p,44.601208,11.522848,"Minerbio, BOLOGNA, Italy"
Hirrlingen,72145,Baden-Württemberg,Baden-Wurttemberg,48.412400,8.887500,"Hirrlingen, 72145, Baden-Württemberg, Germany",Hajos (Hajasch),Ungarn,Hungary,Europa,Europe,1982,p,46.398600,19.120600,"Hajós, Bács-Kiskun, Hungary"
Hirrlingen,72145,Baden-Württemberg,Baden-Wurttemberg,48.412400,8.887500,"Hirrlingen, 72145, Baden-Württemberg, Germany",Risch,Schweiz,Switzerland,Europa,Europe,2000,k,47.144198,8.430934,"Risch, Switzerland"
Hirschberg,7927,Thüringen,Thuringia,50.405400,11.818300,"Hirschberg, 07927, Bayern, Germany",Pilismarót,Ungarn,Hungary,Europa,Europe,1995,p,47.161064,19.133710,Hungary
Hirschberg an der Bergstraße,69493,Baden-Württemberg,Baden-Wurttemberg,49.507289,8.659515,"69493, Baden-Württemberg, Germany",Brignais,Frankreich,France,Europa,Europe,1986,p,45.673900,4.754200,"Brignais, 69530, Rhône, France"
Hirschberg an der Bergstraße,69493,Baden-Württemberg,Baden-Wurttemberg,49.507289,8.659515,"69493, Baden-Württemberg, Germany",Schweighouse,Frankreich,France,Europa,Europe,1986,k,45.457546,6.116463,"Rue Schweighouse Sur Moder, La Rochette, 73110, Savoie, France"
Hirschhorn (Neckar),69434,Hessen,Hesse,49.448100,8.898100,"Hirschhorn (Neckar), 69434, Hessen, Germany",Château-Landon,Frankreich,France,Europa,Europe,1981,p,48.701953,-3.303574,"Landon, Berhet, 22140, Côtes-d'Armor, France"
Hitzacker (Elbe),29456,Niedersachsen,Lower Saxony,53.152500,11.044200,"Hitzacker (Elbe), 29456, Niedersachsen, Germany",Obecni uvad Tousen,Tschech. Republik,Czech Republic,Europa,Europe,1990,k,49.716100,13.947300,"Obecnice, Středočeský, Czech Republic"
Höchberg,97204,Bayern,Bavaria,49.775010,9.870079,"97204, Bayern, Germany",Luz-Saint-Sauveur,Frankreich,France,Europa,Europe,1977,p,42.871700,-0.001900,"Luz-Saint-Sauveur, 65120, Hautes-Pyrénées, France"
Höchberg,97204,Bayern,Bavaria,49.775010,9.870079,"97204, Bayern, Germany",Bastia Umbra,Italien,Italy,Europa,Europe,1989,p,43.068872,12.539934,"Bastia Umbra, PERUGIA, Italy"
Höchenschwand,79862,Baden-Württemberg,Baden-Wurttemberg,47.721519,8.177728,"79862, Baden-Württemberg, Germany",Arradon,Frankreich,France,Europa,Europe,1988,p,47.627100,-2.821500,"Arradon, 56610, Morbihan, France"
Hochheim am Main,65239,Hessen,Hesse,50.014400,8.352200,"Hochheim am Main, 65239, Hessen, Germany",Le Pontet,Frankreich,France,Europa,Europe,1986,p,43.964200,4.860000,"Le Pontet, 84130, Vaucluse, France"
